model,accuracy,precision,recall,f1_score,roc_auc
Voting (Soft),0.721947194719472,0.7180156657963447,0.819672131147541,0.7654836464857342,0.7934608042180541
Voting (Weighted),0.7227722772277227,0.7212681638044914,0.8137108792846498,0.7647058823529411,0.794579227626711
Stacking,0.7244224422442245,0.7255689424364123,0.8077496274217586,0.764456981664316,0.7959235395070673
