case_type,count,percentage,struct_roc_auc,merged_roc_auc,roc_auc_improvement,struct_f1,merged_f1,f1_improvement
Marginal,503,41.5016501650165,0.6094510845506861,0.6769588313413014,11.076811331033234,0.5806451612903226,0.6449136276391555,11.068458093410104
Clear,709,58.4983498349835,0.8606040655090116,0.8655131264916468,0.5704203802165064,0.854524627720504,0.8486238532110092,-0.6905329955481153
